content,id,logo,unTappdAverageRating,unTappdRatings,volume assumed,Type,Town,County,Founded,Defunct,website,URL,Field 17,Count of Brews,StdDvABV,Avg ABV,IpAs,Count of Types,ICBI Member,phone,distributor/rep,distributor-rep,distributorOrrep,jurisdiction,FT_employees,PT_employees,output_2018,output_2017,output_2016,output_2015,output_2014,output_2013,output_2012,output_2011,output_2010,output_2009,tours,Naming Origin,SuccessorBrewery,twitterH,foundedMonth,foundedDay,defunctDay,defunctMonth,defunctYear,start,end,PlaceNamed,MythNamed,BrewerFounderNAmed,PhysicalBreweryClosed,PhysicalBreweryOpened,Farmbased,Operating,ExportPercent?,OnFarmSupply,SourceofFoundFunding,Lagers,Source,NodeID,YearsinBusiness,GrowOwnHops,GrowOwnBarley,HasTaproom,OffersTours,output_2019,output_2020,output_2021,output_2022,BrewedElsewhere,Count of Colabs,town,lon,lat,geo,
River Shannon Brewery,rivershannon,https://irishcraftbrewing.com/pics/logos/noimageLogo.jpeg,3.44,80,43,Microbrewery,"Unit 5 Church St, Kylebeg, Banagher",Offaly,01/06/2020,,,https://www.rivershannonbrewery.com,,2,0.424264069,4.9,"American IPA
Irish Red Ale",1,,,,,,ROI,,,,,,,,,,,,,,,,,6,1,,,,2020-6-1,2025-03-31,,,,,,,Yes,,,,3,,,1.85,,,,,,,,,,0,"Unit 5 Church St, Kylebeg, Banagher",-7.991282,53.186048,53.1860488,
Rough  Brother's Handmade Beer,roughbrothers,https://irishcraftbrewing.com/pics/logos/roughbrothersLogo.jpeg,3.57,514,197,Microbrewery,"Unit 2D, Altnagelvin Industrial Estate, BT47 2ED",Londonderry,01/11/2018,,,https://www.roughbrothersbrewing.com/,,13,0.386417109,4.825,"American Pale Ale
International IPA
Irish Red Ale
American IPA
Oatmeal Stout
American Pale Ale
International Pale Ale
Golden Ale
Farmhouse Ale
American Pale Ale
New England IPA
International Pale Ale
Pale Lager",1,,079 46638513,,,Nelson Sauvin,UK,,,,,,,,,,,,,,,,,11,1,,,,2018-11-1,2025-04-01,,,,,,,Yes,,,,11,,594,2.61,,,,,,,,,,0,"Unit 2D, Altnagelvin Industrial Estate, BT47 2ED",-7.303187,54.97994,54.97994073,
Rye River Brewing Company,ryeriver,https://irishcraftbrewing.com/pics/logos/ryeriverLogo.jpeg,3.28,199004,27678,Microbrewery,Celbridge,Kildare,04/04/2014,,,https://ryeriverbrewingco.com/,,115,1.532262085,5.422293578,"American IPA
Pale Lager
Irish Dry Stout
American Pale Ale
Irish Red Ale
India Pale Ale
Kolsch Lager
Irish Red Ale
English Porter
International Pale Ale
Irish Red Ale
American Pale Ale
Saison Ale
Lager
Irish Dry Stout
American Pale Wheat Ale
Irish Dry Stout
Irish Red Ale
Helles Lager
Smoked Beer
Baltic Porter
Lager
Helles Lager
Lager
American Brown Ale
American Lager
American Pale Ale
Pale Lager
Golden Ale
Irish Dry Stout
Pale Lager
Irish Dry Stout
India Session Ale
New England IPA
Imperial Double Stout
Saison Ale
American Brown Ale
India Session Ale
Porter
Witbier
American Pale Wheat Ale
Witbier
American Pale Ale
American Pale Ale
Imperial India Pale Ale
Export Stout
Irish Dry Stout
Lager
India Pale Ale
Irish Red Ale
Irish Red Ale
Lager
India Pale Ale
Session IPA
Brown Ale
Irish Dry Stout
Vienna Lager
India Pale Ale
Irish Dry Stout
Lager
Stout Other
Saison Ale
Double IPA
Euro Lager
Imperial Milk Stout
American IPA
Grätzer
American Pale Ale
American IPA
Scotch Ale
American Pale Ale
Old Ale
Belgian Tripel
Sour Ale
Oatmeal Stout
Kolsch Lager
India Session Ale
Porter
Witbier
New England IPA
Helles Lager
International Pale Ale
Grätzer
India Pale Lager
Double Brown Ale
Schwartzbier
American IPA
English India Pale Ale
Helles Lager
Fruited Sour
American Pale Ale
India Session Ale
Irish Red Ale
Irish Dry Stout
American Pale Ale
Belgian Quad
Baltic Porter
Extra Stout
Rye IPA
Belgian Brown Ale
Wheat Beer
Export Stout
Session IPA
American Pale Ale
American IPA
Irish Red Ale
Irish Dry Stout
India Pale Lager
Fruited Sour
American IPA
Session IPA
English India Pale Ale
Double IPA
Wheat Beer
Sour Ale",1,,,,,Four Corners,ROI,40,,,,,20000,,,,,,,Yes,,,,4,4,,,,2014-4-4,2025-04-02,1,,,,,,Yes,,,,48,,130,7.19,,,No,Yes,,,,,,1,Celbridge,-6.5384589,53.339897,53.33989765,
Skibbereen Craft Brewery,skibbereen,https://irishcraftbrewing.com/pics/logos/noimageLogo.jpeg,,,0,Microbrewery,"North Street, Skibbereen",Cork,01/01/2020,,,https://www.facebook.com/Skibb.Craft.Brew/,,,,,,1,,,,,,ROI,,,,,,,,,,,,,,,,,1,1,,,,2020-1-1,2025-04-03,,,,,,,Yes,,,,,,695,1.44,,,,,,,,,,,"North Street, Skibbereen",-9.266111,51.550091,51.55009193,
Stone Barrel Brewing,stonebarrel,https://irishcraftbrewing.com/pics/logos/stonebarrelLogo.jpeg,3.54,16491,1954,Microbrewery,"Emerald House, Bluebell Avenue, Bluebell Industrial Estate, Dublin 12",Dublin,01/01/2013,,,https://www.instagram.com/stonebarrelbrewing/?hl=en,,34,1.462435153,5.735294118,"India Session Ale
American IPA
Imperial Oatmeal Stout
American Amber Ale
American IPA
American Amber Ale
Double IPA
International Pale Ale
English Bitter
New England IPA
Belgian Dubbel
India Session Ale
New England IPA
American IPA
Doppelbock
New England IPA
American IPA
American Barleywine
Porter
Stout Other
New England IPA
American Pale Ale
India Session Ale
India Session Ale
India Pale Lager
Porter
American IPA
New England IPA
Double IPA
India Pale Lager
American IPA
New England IPA
New England DIPA
New England IPA",1,,,,,,ROI,,,,,,,,,,,,,No,,,,1,1,,,,2013-1-1,2025-04-04,,,,,,,Yes,,,,17,,138,8.44,,,No,,,,,,,1,"Emerald House, Bluebell Avenue, Bluebell Industrial Estate, Dublin 12",-6.349937,53.330954,53.33095463,
The Magic Hill Brewery,magichill,https://irishcraftbrewing.com/pics/logos/magichillLogo.jpeg,3.22,28,5,Microbrewery,Jenkinstown,Louth,01/01/2016,,,https://www.themagichillbrewery.ie/,,1,?,4,English India Pale Ale,1,,,,,,ROI,,,,,,,,,,,,,,,,,1,1,,,,2016-1-1,2025-04-05,,1,,,,,Yes,,,,1,,102,5.44,,,,,,,,,,0,Jenkinstown,-6.312056,54.015017,54.01501763,
The Open Gate Brewery,opengate,https://irishcraftbrewing.com/pics/logos/opengateLogo.jpeg,3.4,"41,401",4905,Microbrewery,St James Brewery,Dublin,01/01/2013,,,https://www.guinnessopengate.com,,176,1.706514625,5.659171598,"American IPA
Golden Ale
Pilsner
Helles Lager
English Pale Ale
Witbier
Golden Ale
Non-Alcoholic
Irish Dry Stout
Milk Stout
Stout Other
Saison Ale
Dunkelweizen
Irish Red Ale
Vienna Lager
Porter
Porter
Gose
Milk Stout
Stout Other
Old Ale
Export Stout
Stout Other
Coffee Stout
Golden Ale
German Pilsner
International IPA
Amber Lager
English India Pale Ale
Porter
American IPA
Imperial Oatmeal Stout
Saison Ale
Stout Other
Milk Stout
New England IPA
Irish Red Ale
Vienna Lager
New England IPA
German Pilsner
Stout Other
Spiced Beer
German Pilsner
English India Pale Ale
Export Stout
Stout Other
International IPA
Dunkelweizen
American IPA
American IPA
International IPA
Brown Ale
Export Stout
Pilsner
Gose
American IPA
Brown Ale
Sour Ale
Imperial Double Stout
Extra Strong Bitter
Extra Strong Bitter
Irish Dry Stout
International Pale Ale
Blonde Ale
Blonde Ale
Witbier
Belgian IPA
Belgian Tripel
Belgian Dubbel
Saison Ale
Märzen
Export Stout
Non-Alcoholic
Stout Other
Milk Stout
Coffee Stout
Witbier
Spiced Beer
English Pale Ale
Helles Lager
Munich Dunkel Lager
Irish Red Ale
Irish Red Ale
American IPA
Black Cascadian Ale
White Stout
Sour Ale
Blonde Ale
Wheat Beer
Sour Ale
Helles Lager
International IPA
International Pale Ale
English Pale Ale
Oatmeal Stout
Sour Ale
Non-Alcoholic
Pale Lager
Euro Lager
Brut IPA
Traditional Ale
Brown Ale
Pilsner
Oyster Stout
Gose
Honey Beer
Stout Other
White Stout
English Stout
Imperial Stout
Farmhouse Ale
New England IPA
Non-Alcoholic
Red Ale
Stout Other
Imperial Stout
American IPA
Baltic Porter
Porter
English Pale Ale
Weizenbock
Pale Ale
International Pale Ale
Doppelbock
Blonde Ale
Scotch Ale
Stout Other
Sour Ale
Non-Alcoholic
Wheat Beer
Irish Dry Stout
Irish Dry Stout
Farmhouse Ale
Spiced Beer
German Pilsner
Pastry Stout
Milkshake IPA
American IPA
Irish Dry Stout
International Pale Ale
Brown Ale
American Lager
Coffee Stout
Märzen
Wheat Beer
International Pale Ale
International IPA
Winter Lager
English India Pale Ale
Irish Red Ale
New England IPA
Farmhouse Ale
German Pilsner
Irish Dry Stout
Wheat Beer
American IPA
American Pale Ale
Stout Other
Wheat Beer
Farmhouse Ale
Irish Dry Stout
Coffee Stout
Export Stout
American IPA
Coffee Stout
Pastry Stout
Winter Ale
English India Pale Ale
Fruit Beer
Munich Dunkel Lager
American Amber Ale
Sour Ale
Coffee Stout
American IPA
Brett Beer
Porter",1,,,,,,ROI,,,,,,,,,,,,,Yes,,,,1,1,,,,2013-1-1,2025-04-06,,,,,,,Yes,,,,66,,188,8.44,,,Yes,,,,,,,0,St James Brewery,-6.287128,53.343315,53.34331563,
Third Barrel Brewing,thirdbarrel,https://irishcraftbrewing.com/pics/logos/thirdbarrelLogo.jpeg,3.78,18685,2901,Microbrewery,"Emerald House, Bluebell Avenue, Bluebell Industrial Estate, Dublin 12",Dublin,01/01/2015,,,https://thirdbarrel.com/,,75,1.763609117,6.442666667,"Irish Dry Stout
Grisette
American Pale Wheat Ale
English Bitter
Double IPA
New England IPA
English Mild Ale
Milk Stout
New England IPA
American Stout
Grisette
Altbier
International Pale Ale
New England Pale Ale
German Pilsner
Porter
Red IPA
Black Cascadian Ale
Pilsner
India Pale Ale
New England Pale Ale
English Mild Ale
Double IPA
Milk Stout
Double IPA
Irish Dry Stout
American IPA
Imperial Russian Stout
Imperial Stout
New England Pale Ale
Brut IPA
Session Pale Ale
American IPA
New England IPA
Double IPA
Sour Ale
Triple IPA
Irish Red Ale
Imperial Porter
Red IPA
American IPA
English India Pale Ale
Double IPA
New England IPA
Milk Stout
Wild Ale
New England IPA
Fruited Sour
American Pale Ale
Imperial Milk Stout
American Amber Ale
New England IPA
American IPA
Double IPA
Black Cascadian Ale
New England DIPA
Winter Ale
Imperial Russian Stout
Stout Other 
Milk Stout
Porter
Double IPA
New England IPA
Imperial Milk Stout
American IPA
Double IPA
New England Pale Ale
American IPA
Imperial Stout
Black Cascadian Ale
Triple IPA
American Pale Ale
American IPA
New England IPA
New England DIPA",1,,,,,Four Corners,ROI,,,,,,,,,,,,,,,,,1,1,,,,2015-1-1,2025-04-07,,,,,,,Yes,,,,36,,189,6.44,,,,,,,,,,0,"Emerald House, Bluebell Avenue, Bluebell Industrial Estate, Dublin 12",-6.349937,53.330954,53.33095463,
Third Circle Brewing,thirdcircle,https://irishcraftbrewing.com/pics/logos/thirdcircleLogo.jpeg,3.44,13565,1607,Microbrewery,"Emerald House, Bluebell Avenue, Bluebell Industrial Estate, Dublin 12",Dublin,01/01/2013,,,https://thirdbarrel.com/,,36,0.955461963,5.265714286,"American IPA
Saison Ale
Stout Other
Irish Red Ale
Fruit Beer
International Pale Ale
Saison Ale
Table Beer
International IPA
English Bitter
Saison Ale
Milk Stout
Stout Other
Saison Ale
Porter
Belgian Pale Ale
English Pale Ale
Berliner Weisse
International IPA
New England Pale Ale
Belgian Pale Ale
Sour Ale
Sour Ale
Belgian Dubbel
Milk Stout
American IPA
American Pale Ale
Milk Stout
Sour Ale
India Session Ale
Pilsner
Farmhouse Ale
Fruited Sour
American IPA
Wheat Beer
American Amber Ale",1,,,,,,ROI,,,,,,,,,,,,,No,,,,1,1,,,,2013-1-1,2025-04-08,,,,,,,Yes,,,,25,,140,8.44,,,No,,,,,,,0,"Emerald House, Bluebell Avenue, Bluebell Industrial Estate, Dublin 12",-6.349937,53.330954,53.33095463,
Thompsons,thompsons,https://irishcraftbrewing.com/pics/logos/thompsonsLogo.jpeg,3.52,36,,Microbrewery,"McCurtain Street, Cork",Cork,01/01/2020,,,https://www.thompsonscork.ie,,2,0.989949494,5,"New England DIPA
American Light Lager",1,,,,,,ROI,,,,,,,,,,,,,,,,,1,1,,,,2020-1-1,2025-04-09,,,,,,,Yes,,,,2,,,2.07,,,,,,,,,,0,"McCurtain Street, Cork",-8.46682,51.901435,51.90143585,
Tom Crean,tomcrean,https://irishcraftbrewing.com/pics/logos/tomcreanLogo.jpeg,3.5,1793,297,Microbrewery,"25 Main St, Kenmare",Kerry,01/01/2016,,,https://www.tomcreanbrewerykenmare.ie/,,11,1.435839951,3.781818182,"Grätzer
Traditional Ale
Irish Red Ale
Kolsch Lager
Amber Lager
Irish Dry Stout
Session IPA
Irish Red Ale
English Pale Ale
Pale Ale
English Pale Ale",1,,,,,,ROI,,,,,,,,,,,,,Yes,,,,1,1,,,,2016-1-1,2025-04-10,,1,,,,,Yes,,,,9,,,6.03,,,Pub License,,,,,,,0,"25 Main St, Kenmare",-9.581078,51.87936,51.87936096,
Torc Brewing Killarney,torc,https://irishcraftbrewing.com/pics/logos/torcLogo.jpeg,3.39,1443,224,Microbrewery,Knockearagh,Kerry,01/01/2015,,,http://torcbrewing.ie,,19,0.876763053,4.826315789,"American Amber Ale
Witbier
Irish Red Ale
International Pale Ale
Black Cascadian Ale
International Pale Ale
Sour Ale
Porter
Rauchbier
Sour Ale
English Porter
Porter
Grätzer
English India Pale Ale
Witbier
International Pale Ale
Witbier
Dark Ale
Irish Red Ale",1,,,,,,ROI,,,,,,,,,,,,,No,,,,1,1,,,,2015-1-1,2025-04-11,,,,,,,Yes,,,,12,,141,6.44,,,No,,,,,,,0,Knockearagh,-9.42974,52.068113,52.06811394,
Treaty City Brewing Company,treatycity,https://irishcraftbrewing.com/pics/logos/treatycityLogo.jpeg,3.59,7962,1070,Microbrewery,Garryowen,Limerick,01/01/2014,,,https://treatycitybrewery.ie/,,70,1.012611433,4.961764706,"American Pale Ale
International Pale Ale
Irish Red Ale
Helles Lager
Pilsner
International Pale Ale
Irish Dry Stout
New England IPA
Milk Stout
English India Pale Ale
American Pale Ale
Irish Dry Stout
Brown Ale
Session IPA
Pale Lager
Festbier
Wheat Beer
Maibock
Sour Ale
Gose
International IPA
International IPA
Wheat Beer
American Pale Ale
New England IPA
Milk Stout
Blonde Ale
Witbier
Irish Dry Stout
American Pale Ale
Red IPA
American IPA
Farmhouse Ale
Euro Pale Lager
New England IPA
New England IPA
American Pale Ale
Irish Dry Stout
Pumpkin Beer
American IPA
Red IPA
Coffee Stout
Double Pilsner
Export Stout
Extra Stout
Fruited Sour
Double IPA
English Pale Ale
Pale Lager
Czech Pilsner
Belgian Blonde
Sour Ale
New England IPA
Wheat Beer
International Pale Ale
Pale Ale
American IPA
International IPA
Irish Dry Stout
Irish Red Ale
Cream Ale
International Pale Ale
New England IPA
International IPA
International Pale Ale
Irish Red Ale
Irish Red Ale
Scotch Ale
Amber Lager
American Pale Ale",1,,,,,Alpha Beer,ROI,,,,,,,,,,,,,,,,,1,1,,,,2014-1-1,2025-04-12,,1,,,,,Yes,,,,38,,142,7.44,,,,,,,,,,0,Garryowen,-8.598771,52.654519,52.65451986,
Trouble Brewing,trouble,https://irishcraftbrewing.com/pics/logos/troubleLogo.jpeg,3.61,42708,3800,Microbrewery,Kill,Kildare,17/03/2010,,,http://troublebrewing.ie/,,101,1.558155475,5.464,"English India Pale Ale
Porter
India Session Ale
Golden Ale
American IPA
India Pale Lager
Pumpkin Beer
India Pale Lager
Stout Other
Double IPA
Black Cascadian Ale
Double IPA
Vienna Lager
North American Lager
Milk Stout
American IPA
Triple IPA
Berliner Weisse
Double Red Ale
American Pale Ale
Cream Ale
Extra Stout
American Pale Ale
Berliner Weisse
White IPA
Milk Stout
American IPA
Saison Ale
India Session Ale
Saison Ale
English Pale Ale
American IPA
American Brown Ale
Witbier
American IPA
American IPA
English India Pale Ale
Black Cascadian Ale
American Amber Ale
American Amber Lager
Rye Beer
Rye Beer
California Common Ale
Dark Ale
American Amber Ale
American Pale Wheat Ale
International Pale Ale
Schwartzbier
India Session Ale
Sour Ale
India Session Ale
Black Cascadian Ale
Irish Red Ale
Imperial Stout
English India Pale Ale
Australian Pale Ale
English Mild Ale
Oatmeal Stout
English Bitter
Dark Ale
English Pale Ale
Irish Red Ale
Australian Pale Ale
Saison Ale
Lager
International Pale Ale
Double IPA
International Pale Ale
Imperial India Pale Ale
Belgian Dubbel
India Session Ale
Brut IPA
International IPA
American Pale Ale
American Pale Ale
International Pale Ale
American IPA
Imperial Double Stout
American Pale Ale
New England DIPA
New England IPA
Pale Lager
Table Beer
New England Pale Ale
New England IPA
Milk Stout
International Pale Ale
Double IPA
New England Pale Ale
International Pale Ale
International Pale Ale
International Pale Ale
American Pale Ale
American Pale Ale
New England DIPA
International Pale Ale
American Pale Ale
Imperial Stout
Rye IPA
Dark Mild
Kolsch Lager",1,Yes,,,,Grand Cru,ROI,,,,,,,,,,,,,No,,,,3,17,,,,2010-3-17,2025-04-13,,,,,,,Yes,,,,53,,143,11.24,,,No,,,,,,,5,Kill,-6.538754,53.252795,53.25279565,
Twisted Kettle Brewing Company,twistedkettle,https://irishcraftbrewing.com/pics/logos/twistedkettleLogo.jpeg,3.79,25,7,Microbrewery,Donaghadee,Down,01/01/2018,,,https://www.facebook.com/twistedkettle/,,,,,,1,,,,,Direct,UK,,,,,,,,,,,,,,,,@twisted_kettle,1,1,,,,2018-1-1,2025-04-14,,,,,,,Yes,,,,,,211,3.44,,,,,,,,,,,Donaghadee,-5.537282,54.643264,54.64326455,
UCC Pilot,ucc,https://irishcraftbrewing.com/pics/logos/noimageLogo.jpeg,3.6,51,2,Microbrewery,UCC,Cork,01/01/1999,,,https://www.ucc.ie/en/cerealscience/aboutus/facilities/brewery/,,13,1.876815361,5.492307692,"Lager
Saison Ale
Berliner Weisse
English Pale Ale
Fruit Beer
English Bitter
American Pale Ale
Belgian Strong Dark Ale
Specialty Grain
German Pilsner
Fruit Beer
Saison Ale
Hefeweizen",1,,,,,,ROI,,,,,,,,,,,,,No,,,,1,1,,,,1999-1-1,2025-04-15,,,1,,,,Yes,,,,11,,146,22.45,,,No,,,,,,,0,UCC,-8.495548,51.892269,51.89226985,
Urban Brewing,urban,https://irishcraftbrewing.com/pics/logos/urbanLogo.jpeg,3.5,4495,826,Microbrewery,IFSC,Dublin,01/01/2016,,,https://www.urbanbrewing.ie/,,155,1.054933117,5.311038961,"Irish Dry Stout
American IPA
American IPA
Saison Ale
Hefeweizen
Imperial India Pale Ale
Saison Ale
Witbier
American IPA
Witbier
American IPA
Hefeweizen
French/Belgian Saison
Scotch Ale
Rye IPA
Belgian Dubbel
Cream Ale
French/Belgian Saison
Brown Ale
Stout Other
Gose
New England IPA
India Session Ale
Belgian Blonde
Bock
International IPA
Hefeweizen
Altbier
International IPA
American Pale Ale
International Pale Ale
American Pale Ale
International Pale Ale
Kolsch Lager
English Bitter
Table Beer
Belgian Pale Ale
Belgian Blonde
International IPA
Belgian Dubbel
Sour Ale
Pilsner
Grisette
International Pale Ale
Witbier
Double IPA
Saison Ale
American Pale Ale
Belgian Pale Ale
American IPA
International Pale Ale
Blonde Ale
Saison Ale
German Pilsner
Märzen
Cream Ale
Witbier
Red IPA
International Pale Ale
Kolsch Lager
International IPA
Bock
Witbier
Brut IPA
White IPA
Rye Beer
International IPA
Winter Warmer
Sour Ale
Irish Dry Stout
Sour Ale
Red Ale
Pilsner
American IPA
Gruit
International Pale Ale
Saison Ale
Porter
Gruit
Irish Red Ale
Sour Ale
Brut IPA
Euro Lager
International Pale Ale
Farmhouse Ale
Farmhouse Ale
Pilsner
White IPA
Session IPA
International IPA
Double IPA
Helles Lager
Pilsner
Red Lager
Märzen
Hefeweizen
Festbier
Scotch Ale
International Pale Ale
Czech Pilsner
American IPA
Rye Beer
American IPA
Kolsch Lager
American IPA
Wheat Beer
American IPA
American IPA
Euro Pale Lager
Stout Other
Winter Ale
American IPA
Irish Red Ale
Helles Lager
American IPA
Belgian Dubbel
American IPA
American IPA
Vienna Lager
American IPA
Farmhouse Ale
Spiced Beer
Spiced Beer
Farmhouse Ale
Saison Ale
American Pale Ale
Helles Lager
Double IPA
Stout Other 
Belgian Dubbel
Red IPA
American Pale Ale
International IPA
Kolsch Lager
Milk Stout
American Pale Ale
American Pale Ale
Brut IPA
American Lager
Witbier
American IPA
American IPA
Pale Lager
Gruit
American IPA
Milk Stout
American IPA
American IPA
Farmhouse Ale
Kolsch Lager
American Pale Ale
American IPA
California Common Ale
Rye IPA
New England Pale Ale",1,,,,,,ROI,,,,,,,,,,,,,,,,,1,1,,,,2016-1-1,2025-04-16,,,,,,,Yes,,,,60,,160,5.44,,,,,,,,,,0,IFSC,-6.248212,53.349146,53.34914662,
West Cork Brewing Company,westcork,https://irishcraftbrewing.com/pics/logos/westcorkLogo.jpeg,3.49,1566,210,Microbrewery,Baltimore,Cork,01/01/2014,,,http://westcorkbrewingco.ie/,,19,1.459211515,5.647368421,"American Pale Ale
Dark Ale
Irish Dry Stout
Rye Beer
Oatmeal Stout
Double Red Ale
India Session Ale
Amber Ale
Oatmeal Stout
Helles Lager
Irish Red Ale
International Pale Ale
American Pale Ale
Coffee Stout
Irish Red Ale
Porter
Extra Strong Bitter
Barleywine
American IPA",1,Yes,,,,,ROI,,,,,,,,,,,,,Yes,,,,1,1,,,,2014-1-1,2025-04-17,1,,,,,,Yes,,,,17,,148,7.44,,,Restaurant License,Yes,,,,,,0,Baltimore,-9.362526,51.484406,51.48440694,
Western Herd Brewing Company,westernherd,https://irishcraftbrewing.com/pics/logos/westernherdLogo.jpeg,3.71,6825,1060,Microbrewery,Kilmaley,Clare,01/01/2015,,,https://www.westernherd.com/,,37,1.705114462,6.102941176,"International Pale Ale
American IPA
Witbier
Irish Red Ale
American Pale Ale
Session IPA
International Pale Ale
American IPA
Irish Red Ale
Festbier
American IPA
Double IPA
American Pale Ale
American Porter
Coffee Stout
Coffee Stout
Session IPA
American IPA
Irish Red Ale
International Pale Ale
International IPA
Black Cascadian Ale
Porter
Double IPA
American IPA
New England IPA
Farmhouse Ale
Porter
German Pilsner
Double IPA
International IPA
Double Red Ale
Double IPA
Pilsner
International IPA
Imperial Stout
Red IPA",1,,,,,Alpha Beer,ROI,,,,,,,,,,,,,,,,@westernherd,1,1,,,,2015-1-1,2025-04-18,,1,,,,Yes,Yes,,,,21,,150,6.44,,,,,,,,,,0,Kilmaley,-9.1088004,52.8188315,52.81883159,
Whiplash,whiplash,https://irishcraftbrewing.com/pics/logos/whiplashLogo.jpeg,3.81,251769,46281,Microbrewery,"Cherry Orchard Industrial Estate, Unit 67B",Dublin,01/01/2016,,,http://www.whiplashbeer.com/about/,,127,1.945422683,6.681889764,"India Session Ale
American Pale Ale
Double IPA
Double IPA
Double IPA
Oatmeal Stout
Double IPA
Double IPA
Berliner Weisse
Porter
Blonde Ale
Double IPA
Pilsner
American Pale Ale
Imperial Stout
American Pale Ale
American IPA
Imperial India Pale Ale
Table Beer
Black Cascadian Ale
Belgian Quad
American Pale Wheat Ale
Imperial India Pale Ale
Double IPA
International IPA
Double IPA
Double IPA
Nitro Milk Stout
Double Brown Ale
American Pale Ale
Double IPA
New England DIPA
Double IPA
Table Beer
American Pale Ale
International IPA
German Pilsner
American IPA
Double IPA
English Porter
Pastry Stout
English Brown Ale
American IPA
American Pale Ale
Rauchbier
American Pale Ale
Double IPA
American IPA
New England IPA
India Session Ale
Double IPA
Double IPA
New England IPA
American IPA
Double IPA
Grisette
International Pale Ale
Belgian Pale Ale
Grisette
Belgian Tripel
International IPA
International Pale Ale
Imperial Stout
American IPA
Coffee Porter
English Porter
Dark Ale
Double IPA
Belgian Quad
New England IPA
Doppelbock
Märzen
Vienna Lager
Munich Dunkel Lager
Irish Red Ale
Farmhouse Ale
Baltic Porter
New England DIPA
New England IPA
Porter
New England IPA
Helles Lager
New England IPA
New England IPA
Triple IPA
New England DIPA
Kolsch Lager
Wheat Beer
New England DIPA
Wheat Beer
Wheat Beer
New England Pale Ale
American IPA
New England DIPA
Berliner Weisse
Wheat Beer
Berliner Weisse
American IPA
Wheat Beer
New England Pale Ale
New England Pale Ale
New England Pale Ale
New England IPA
American IPA
New England IPA
Belgian Dubbel
Brown Ale
Schwartzbier
Imperial Stout
New England DIPA
Baltic Porter
Triple IPA
American Pale Ale
New England IPA
New England IPA
New England IPA
Triple IPA
Triple IPA
Double IPA
New England DIPA
New England IPA
Belgian Quad
Triple IPA
Rauchbier
Brown Ale
New England Pale Ale
Imperial Brown Ale",1,,,,,Four Corners,ROI,,,,,,,,,,,,,,,,,1,1,,,,2016-1-1,2025-04-19,,,,,,,Yes,,,,48,,151,5.44,,,,,,,,,,7,"Cherry Orchard Industrial Estate, Unit 67B",-6.375106413,53.34678278,53.34678278,
White Hag Irish Brewing Company,whitehag,https://irishcraftbrewing.com/pics/logos/whitehagLogo.jpeg,3.57,253735,30063,Microbrewery,Ballymote,Sligo,01/01/2013,,,http://thewhitehag.com/,,115,1.885408226,5.831826087,"India Session Ale
Imperial Oatmeal Stout
Milk Stout
American IPA
Sour Ale
Herbed Beer
Witbier
Sour Ale
American Amber Ale
Double Red Ale
White IPA
Sour Ale
Sour Ale
Winter Warmer
Imperial Oatmeal Stout
Milk Stout
New England IPA
Milk Stout
Pilsner
American IPA
Belgian Pale Ale
American Pale Ale
Kolsch Lager
Irish Dry Stout
Festbier
Belgian IPA
American Pale Ale
American Pale Ale
Sour Ale
Irish Red Ale
American IPA
Sour Ale
Herbed Beer
Lager
Double Red Ale
Lager
American Pale Ale
Milk Stout
Milk Stout
Fruit Beer
New England IPA
Irish Dry Stout
American Pale Ale
American Pale Ale
Belgian IPA
International Pale Ale
American IPA
Helles Lager
Saison Ale
Imperial Double Stout
New England IPA
Sour Ale
Irish Dry Stout
New England Pale Ale
Imperial Oatmeal Stout
Imperial Oatmeal Stout
Winter Ale
Dark Lager
Irish Red Ale
Double IPA
Sour Ale
Table Beer
Helles Lager
Sour Ale
American Barleywine
New England IPA
Flanders Red Ale
Milkshake IPA
Helles Lager
American IPA
Stout Other
International IPA
Coffee Stout
Stout Other
International IPA
Pastry Stout
American IPA
Irish Red Ale
Brett Beer
Rye Wine
Helles Lager
Milk Stout
Winter Ale
Pastry Stout
India Pale Lager
Farmhouse Ale
Fruit Beer
New England IPA
Helles Lager
Fruit Beer
Double IPA
Pastry Stout
Bock
Pumpkin Beer
Flanders Red Ale
Brett Beer
International IPA
American IPA
American IPA
American Pale Ale
Pastry Stout
Pastry Stout
American IPA
Pastry Stout
International Pale Ale
Irish Red Ale
International IPA
International IPA
Irish Red Ale
Irish Red Ale
Export Stout
Herbed Beer
English India Pale Ale
New England IPA
American IPA",1,Yes,,,,Grand Cru,ROI,10,,,,,210000,,,,,,,No,"Ancient Irish Mythology will tell you that The White Hag was a witch, a chameleon creature and even Mother Nature herself. We know she was all that, and more. A spiritual force, from and of the earth. The spirit of Ireland who shaped land itself, present in everything through the pure water of the earth.",,,1,1,,,,2013-1-1,2025-04-20,,1,,,,,Yes,,,,47,,153,8.44,,,No,Yes,,,,,,8,Ballymote,-8.5171827,54.0898288,54.08982889,
